Severity,Date,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,City,County,State,Zipcode,Timezone,Weather_Timestamp,Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Temperature(F)
2,2021-06-08,11:26:50,11:58:42,29.983929,-81.460342,0.0,Right hand shoulder blocked due to accident on I-95 Northbound before Exit 323 International Golf Pkwy.,Saint Augustine,St. Johns,FL,32092,US/Eastern,11:50:00,,30.19,10.0,SE,20.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,80.7
2,2021-06-09,17:52:00,20:33:59,34.747153999999995,-117.340738,0.268,Incident on LAKEVIEW DR near HOUSE 27255 Drive with caution.,Helendale,San Bernardino,CA,92342-7809,US/Pacific,17:46:00,,26.98,10.0,SSE,23.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,63.6
2,2021-06-09,14:27:44,14:57:27,33.973240000000004,-83.908249,0.0,Lane blocked due to accident on GA-316 Westbound at Sugarloaf Pkwy.,Dacula,Gwinnett,GA,30019,US/Eastern,14:03:00,,29.02,10.0,SSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.0
2,2021-06-10,07:55:45,09:22:00,36.11026,-95.88636,0.0,Accident on 37th St at Memorial Dr.,Tulsa,Tulsa,OK,74145-1326,US/Central,07:53:00,,29.24,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,80.4
2,2021-06-10,13:37:07,16:02:00,34.513278,-117.32151100000002,1.716,Slow traffic on CA-18 W - Barstow Fwy S - I-15 S from Roy Rogers Dr (I-15) to Bear Valley Rd (I-15) due to accident.,Victorville,San Bernardino,CA,92392,US/Pacific,13:55:00,,27.07,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,62.5
2,2021-06-11,01:25:00,03:24:29,34.488569,-117.276511,0.269,Incident on AUTUMN LEAVES AVE near HOUSE 13170 Drive with caution.,Victorville,San Bernardino,CA,92395,US/Pacific,05:45:00,,27.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,69.9
2,2021-06-14,09:47:10,10:16:45,34.441299,-117.399529,0.0,Accident on US-395 Northbound near Smoke Tree Rd.,Hesperia,San Bernardino,CA,92344,US/Pacific,09:45:00,,27.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.3
2,2021-06-16,07:49:02,09:03:47,34.470169,-117.451019,0.0,Accident on Baldy Mesa Rd near Duncan Rd.,Victorville,San Bernardino,CA,92392-1346,US/Pacific,07:45:00,,27.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,91.0
2,2021-06-22,15:22:00,17:46:47,34.420915,-117.17689,0.127,Incident on ROUNDUP WAY near BUENA VISTA ST Drive with caution.,Apple Valley,San Bernardino,CA,92308,US/Pacific,15:45:00,,26.94,10.0,SSE,30.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.8
2,2021-06-22,07:51:38,08:49:01,34.748871,-82.222351,0.0,Accident on Howard Dr at SC-417 Georgia Rd.,Simpsonville,Greenville,SC,29681-4531,US/Eastern,07:47:00,,28.84,10.0,SW,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.0
2,2021-06-22,01:26:03,02:25:27,34.426636,-117.380318,0.0,Accident on I-15 Northbound at Main St.,Hesperia,San Bernardino,CA,92345,US/Pacific,05:45:00,,26.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,80.8
3,2021-06-23,07:03:17,10:04:24,34.694401,-82.25312,0.0,Main roadway closed due to accident on SC-55 Fairview Rd at Ashington Dr.,Simpsonville,Greenville,SC,29680-7117,US/Eastern,06:47:00,,29.08,10.0,NE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,72.8
2,2021-06-28,16:26:22,18:26:08,32.170429,-110.968224,0.0,Accident on 6th Ave at Michigan Dr.,Tucson,Pima,AZ,85714-2629,US/Mountain,15:58:00,,26.96,10.0,NNW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,89.5
3,2021-06-30,14:26:53,15:25:28,38.966919,-92.533752,6.53000020980835,Right lane closed due to accident on I-70 Eastbound between Exit 111 and Exit 115.,Rocheport,Boone,MO,65279,US/Central,14:35:00,,29.33,10.0,CALM,0.0,0.0,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.5
2,2021-07-16,23:29:00,02:24:25,28.260176,-81.437054,0.021,Incident on S ORANGE BLOSSOM TRL near CENTERVIEW BLVD Expect delays.,Kissimmee,Osceola,FL,34746-6552,US/Eastern,23:56:00,,30.08,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,81.0
3,2021-07-17,11:48:39,12:18:05,28.29882000000001,-81.57753000000002,0.0,Two lanes blocked due to accident on I-4 Westbound at World Dr.,Kissimmee,Osceola,FL,34747,US/Eastern,11:51:00,,30.11,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.7
2,2021-07-17,10:24:00,11:39:31,28.363194,-81.552088,0.147,Incident on E BUENA VISTA DR near STUDIO DR Drive with caution.,Orlando,Orange,FL,32830,US/Eastern,09:56:00,,30.1,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.3
2,2021-07-17,13:39:22,15:41:23,28.346805,-81.651224,0.253,Slow traffic on US-192 E - County Hwy-545 from US-27 (US-192) to FL-429 Toll/Western Expy (W Irlo Bronson Memorial Hwy/Vine St/US-192) due to accident.,Kissimmee,Osceola,FL,34747-1002,US/Eastern,13:56:00,,30.08,10.0,E,9.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,81.7
2,2021-07-17,15:14:36,15:37:53,28.346845,-81.652485,0.272,Stationary traffic on US-192 E - County Hwy-545 from US Highway 192 / Outdoor Resorts to Avalon Rd due to accident.,Kissimmee,Osceola,FL,34747-1002,US/Eastern,14:56:00,,30.07,10.0,ESE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.7
2,2021-07-20,04:00:41,05:17:36,28.212641,-81.477478,0.0,Accident on Lizzia Brown Rd at Poinciana Blvd.,Kissimmee,Osceola,FL,34758,US/Eastern,04:56:00,,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,81.8
2,2021-07-20,05:37:40,09:46:21,28.32995,-81.47319,0.0,Accident on US-192 Irlo Bronson Memorial Hwy at Target Blvd.,Kissimmee,Osceola,FL,34746-5333,US/Eastern,05:56:00,,29.94,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,81.8
2,2021-07-21,16:26:25,18:56:33,28.332807,-81.497194,0.462,Slow traffic on US-192 E from Elese Dr to Palmetto Rd due to accident.,Kissimmee,Osceola,FL,34746-4754,US/Eastern,16:30:00,,29.97,10.0,SW,6.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.7
2,2021-07-22,17:08:59,18:14:15,28.333503000000004,-81.330336,0.8240000000000001,Stationary traffic on County Hwy-530 from Buenaventura Blvd (Simpson Rd) to Boggy Creek Rd (Simpson Rd) due to accident.,Kissimmee,Osceola,FL,34744,US/Eastern,17:08:00,,30.01,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.0
2,2021-07-22,16:22:11,18:30:36,28.380506,-81.50502,0.155,Slow traffic on FL-535 from Southwest Orange to E Buena Vista Dr due to accident.,Orlando,Orange,FL,32836,US/Eastern,16:07:00,,30.02,10.0,WSW,10.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.0
2,2021-07-22,06:24:30,20:45:49,28.227225,-81.656553,0.547,Stationary traffic on I-4 E from FL-557/Exit 22 (I-4) to US-27/Exit 23 (I-4) due to accident.,Davenport,Polk,FL,33837,US/Eastern,05:56:00,,30.05,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,83.2
2,2021-07-23,00:16:30,02:19:49,28.381169,-81.507044,0.145,Slow traffic on FL-535 from E Buena Vista Dr to Palm Pkwy / County Road 535 due to accident.,Orlando,Orange,FL,32836,US/Eastern,00:56:00,,30.05,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,81.8
2,2021-07-23,18:42:22,21:09:57,34.795747,-82.642252,0.5710000000000001,Incident on US-123 near US-123 Road closed. Take alternate route.,Easley,Pickens,SC,29642,US/Eastern,18:47:00,,29.06,10.0,SSE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.0
2,2021-07-24,16:18:46,18:22:40,28.261058,-81.614655,0.54,Slow traffic from Champions Gate Blvd to I-4 E due to accident.,Davenport,Osceola,FL,33896,US/Eastern,15:56:00,,29.88,10.0,NE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,82.3
2,2021-07-26,03:51:35,05:00:00,40.49609,-74.300873,0.0,Gore point obstructed and right lane blocked due to accident on Garden State Pkwy Southbound at Exit 125 Main St Ext.,South Amboy,Middlesex,NJ,08879,US/Eastern,03:55:00,,29.85,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,79.1
2,2021-07-26,00:37:36,02:49:28,40.51870200000001,-74.360291,0.135,NJ Turnpike Auth.: Crash on New Jersey Turnpike Outer Roadway southbound South of Interchange 10 - NJ 440/I-287 (Edison Twp) 1 Left lane of 3 lanes blocked,Edison,Middlesex,NJ,08817,US/Eastern,00:35:00,,29.86,10.0,W,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,79.1
2,2021-07-26,12:55:51,14:45:26,40.642219,-74.205069,1.651,Slow traffic on I-95 N - New Jersey Tpke N from Roosevelt Ave/Exit 12 (I-95) to NJ-81/North Ave/Exit 13A (I-95) due to accident.,Elizabeth,Union,NJ,07202,US/Eastern,12:35:00,,29.88,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,79.1
2,2021-07-28,20:13:00,22:16:04,28.332855,-81.481018,0.111,Stationary traffic on US-192 E - FL-535 from Space Coast Pkwy to Kyngs Heath Rd due to accident.,Kissimmee,Osceola,FL,34746-5337,US/Eastern,20:17:00,,29.93,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,80.1
2,2021-08-03,06:36:00,08:43:00,28.330168,-81.590162,0.34,Stationary traffic on US-192 E - County Hwy-545 from Magic Tree Dr to Reedy Creek Blvd due to accident.,Kissimmee,Osceola,FL,34747,US/Eastern,06:56:00,,29.93,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,78.9
2,2021-08-05,18:50:00,20:03:07,34.322319,-84.39893599999998,2.462,Incident on I-575 SB near GA-5 Road closed. Take alternate route.,Ball Ground,Cherokee,GA,30107,US/Eastern,18:55:00,,28.81,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,73.1
2,2021-08-16,20:27:40,22:08:50,38.32320900000001,-75.618837,0.037,Incident on US-13 NB near HAYWARD AVE Road closed. Take alternate route.,Fruitland,Wicomico,MD,21826-1718,US/Eastern,20:54:00,,30.08,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,77.3
3,2021-08-21,16:02:23,17:49:54,39.323441,-77.35688,0.0,One lane blocked and left hand shoulder blocked due to accident on I-270 Southbound after I-270 Exit 26 / Park Mills Rd.,Frederick,Frederick,MD,21704,US/Eastern,15:47:00,,29.55,10.0,ESE,3.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,77.3
2,2021-08-21,16:39:01,16:51:01,39.345262,-77.388295,2.006,Slow traffic on I-270 S - Dwight D Eisenhower Hwy S from MD-85/Exit 31 (I-270) to MD-80/Exit 26 (I-270) due to accident.,Frederick,Frederick,MD,21704,US/Eastern,16:47:00,,29.54,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,77.3
2,2021-08-24,09:06:55,10:45:29,46.798034906164176,-105.23266196200736,2.637,Incident on I-94 EB near MM 182 Drive with caution.,Terry,Prairie,MT,59349,US/Mountain,08:56:00,,27.39,10.0,NW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,64.0
2,2021-08-27,16:28:25,21:13:25,41.012963,-87.270627,0.31,Incident on IN-14 EB near N 1100 W LOOK OUT Road closed. Take alternate route.,Fair Oaks,Jasper,IN,47943,US/Central,16:35:00,,29.28,10.0,S,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,79.3
3,2021-08-31,04:01:48,04:31:22,37.996346,-88.934174,11.210000038146973,Lane blocked due to accident on I-57 Northbound between Exit 65 IL-149 and Exit 71 IL-14.,Benton,Franklin,IL,62812,US/Central,03:55:00,,29.26,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,77.5
3,2021-09-01,18:05:49,18:35:25,33.44112,-86.731071,0.0,Lane blocked and left hand shoulder blocked due to accident on I-459 Southbound at Exit 19 US-280.,Birmingham,Jefferson,AL,35243,US/Central,17:53:00,,29.13,8.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.4
2,2021-09-02,11:12:30,13:21:16,38.382388,-78.05064200000002,0.191,On Rt. 649 in the County of Culpeper in the vicinity of Mitchell Rd; Rt. 652E/W (Culpeper County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,Rapidan,Culpeper,VA,22733-1818,US/Eastern,11:15:00,,29.49,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,65.7
4,2021-09-02,11:12:30,13:21:16,38.39183,-78.052238,0.6579999999999999,On Rt. 649 in the County of Culpeper in the vicinity of Mitchell Rd; Rt. 652E/W (Culpeper County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,Rapidan,Culpeper,VA,22733-1800,US/Eastern,11:15:00,,29.49,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,65.7
3,2021-09-05,13:45:40,14:32:03,32.679661,-117.086029,0.0,Lane blocked due to accident on I-805 Southbound at Exit 10 Plaza Blvd.,National City,San Diego,CA,91950,US/Pacific,13:56:00,,29.87,8.0,SW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,79.9
2,2021-09-09,06:55:51,08:12:59,25.648121,-80.391129,0.076,Incident on SW 122ND AVE WB near SW 128TH ST Drive with caution.,Miami,Miami-Dade,FL,33186,US/Eastern,06:53:00,,29.95,3.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,85.7
2,2021-09-09,05:13:23,06:01:27,30.23547,-84.24498,0.0,Lane blocked due to accident on FL-267 Bloxham Cutoff Rd at Summerwood Dr.,Crawfordville,Wakulla,FL,32327-0470,US/Eastern,05:21:00,,29.77,10.0,W,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,79.2
2,2021-09-11,01:24:00,01:58:00,32.656177,-117.090179,0.496,Stationary traffic on S Bay Fwy W - CA-54 W from I-805 (CA-54) to National City Blvd (CA-54) due to accident.,National City,San Diego,CA,91950,US/Pacific,00:56:00,,29.93,8.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,79.7
2,2021-09-15,11:49:30,12:43:00,41.694909,-91.738136,1.617,Stationary traffic on I-80 W from Ireland Ave/Exit 237 (I-80) to Black Hawk Ave/Exit 230 (I-80) due to accident.,Oxford,Johnson,IA,52322,US/Central,11:52:00,,29.13,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,67.2
2,2021-09-22,14:57:00,16:12:06,28.224147,-81.45411800000002,0.049,Incident on MARACAIBO DR near BRIGHTON LAKES BLVD Drive with caution.,Kissimmee,Osceola,FL,34746,US/Eastern,14:56:00,,29.82,10.0,SSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.2
2,2021-10-05,06:20:00,08:50:30,32.674819,-117.083304,3.643,Slow traffic on I-805 N from CA-54/Sweetwater Rd (I-805) to Home Ave (I-805) due to accident.,National City,San Diego,CA,91950,US/Pacific,05:56:00,,29.89,5.0,SSW,8.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,66.8
3,2021-10-06,21:19:03,21:48:27,41.87299,-88.599693,0.0,Lane blocked due to accident on I-88 Eastbound at Keslinger Rd.,Maple Park,Kane,IL,60151,US/Central,21:15:00,,29.21,4.0,ENE,7.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,66.0
2,2021-10-07,07:42:17,09:28:04,33.960583,-84.061287,0.0,Left hand shoulder blocked due to accident on GA-316 Westbound at Sugarloaf Pkwy.,Lawrenceville,Gwinnett,GA,30044,US/Eastern,07:56:00,,29.02,1.0,E,3.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.3
2,2021-10-08,08:09:52,08:39:09,33.978367,-84.088577,0.0,Left hand shoulder blocked due to accident on I-85 Northbound at Boggs Rd.,Lawrenceville,Gwinnett,GA,30043,US/Eastern,07:56:00,,28.95,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,70.9
2,2021-10-08,07:32:00,10:54:44,32.5626075266239,-117.06879973355736,0.252,Accident from San Diego to CA-905 W.,San Diego,San Diego,CA,92154,US/Pacific,07:33:00,,30.06,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,61.4
3,2021-10-13,15:28:39,16:27:32,38.420071,-77.42334,0.0,One lane blocked due to accident on I-95 Southbound at Exit 140 VA-630 Courthouse Rd.,Stafford,Stafford,VA,22554,US/Eastern,15:35:00,,29.82,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,69.2
2,2021-10-13,08:18:30,10:27:15,39.023437,-81.61166300000002,0.447,Vehicle Crash on I-77 SB at Mile Marker 156.0.,Ravenswood,Jackson,WV,26164,US/Eastern,08:15:00,,29.27,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,68.0
2,2021-10-14,13:12:30,14:09:30,41.931263208189336,-93.57003092721192,3.381,Stationary traffic on I-35 S from US-30/Exit 111 (I-35) to IA-210/Exit 102 (I-35) due to accident.,Cambridge,Story,IA,50046,US/Central,12:53:00,,28.91,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,53.6
2,2021-10-25,15:16:00,17:23:30,34.132776,-117.951429,0.212,Accident at I-210 W.,Baldwin Park,Los Angeles,CA,91706,US/Pacific,15:18:00,,29.76,2.0,VAR,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,56.4
2,2021-11-05,16:15:07,18:42:09,25.899365,-80.346975,0.269,Slow traffic from NW 138 St exit [2] to I-75 S due to accident.,Hialeah,Miami-Dade,FL,33018,US/Eastern,16:10:00,,29.86,4.0,NE,5.0,0.1,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,75.3
2,2021-11-05,16:15:07,18:54:40,25.899138,-80.347957,0.208,Slow traffic from NW 138 St exit [2] to I-75 S due to accident.,Hialeah,Miami-Dade,FL,33018,US/Eastern,16:10:00,,29.86,4.0,NE,5.0,0.1,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,75.3
2,2021-11-05,15:42:23,18:04:33,25.86388,-80.290657,0.253,Slow traffic on FL-823 from 33rd St (FL-823) to Gratigny Dr/65th St (FL-823) due to accident.,Hialeah,Miami-Dade,FL,33012,US/Eastern,15:53:00,,29.88,2.0,NNE,3.0,0.24,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,77.3
2,2021-11-05,15:42:23,17:58:54,25.862954,-80.290643,0.317,Stationary traffic on FL-823 from 33rd St (FL-823) to Gratigny Dr/65th St (FL-823) due to accident.,Hialeah,Miami-Dade,FL,33012-3943,US/Eastern,15:53:00,,29.88,2.0,NNE,3.0,0.24,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,77.3
2,2021-11-18,14:14:00,15:31:33,37.387159,-120.62066000000002,0.075,Incident on FAL AVE near EGRET DR Drive with caution.,Winton,Merced,CA,95388-9526,US/Pacific,13:45:00,,29.86,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,56.5
2,2021-11-19,20:58:00,23:42:05,37.357672,-120.641245,1.025,Incident on CA-99 SB near EXIT 196 Drive with caution.,Atwater,Merced,CA,95301,US/Pacific,20:55:00,,29.92,4.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,56.4
2,2021-11-20,22:47:00,00:04:24,33.376546000000005,-117.240645,0.12,Incident on E FALLBROOK ST near MORRO RD Drive with caution.,Fallbrook,San Diego,CA,92028-3427,US/Pacific,22:55:00,,29.97,5.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,59.8
2,2021-11-21,15:15:00,17:57:30,36.999637,-81.08798900000002,3.431,Stationary traffic on I-77 S from VA-717/Exit 47 (I-77) to I-81/US-52/Exit 40 (I-77) due to accident.,Wytheville,Wythe,VA,24382,US/Eastern,15:15:00,,27.45,10.0,W,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,38.7
2,2021-11-21,19:38:58,22:48:00,36.95969223958512,-81.06125950774641,0.503,Incident on I-81 SB near MM 73 Left lane blocked.,Wytheville,Wythe,VA,24382,US/Eastern,19:35:00,,27.42,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,38.7
2,2021-11-21,21:13:00,22:32:07,37.450993,-120.701276,0.018,Incident on SANTA FE DR near BALLICO AVE Drive with caution.,Ballico,Merced,CA,95303-9702,US/Pacific,21:15:00,,30.01,2.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,57.4
3,2021-11-28,12:33:54,13:03:08,32.742985,-97.746086,0.0,Left lane blocked due to accident on I-20 Eastbound at Exits 410 / Bankhead Hwy.,Weatherford,Parker,TX,76087,US/Central,12:35:00,,29.42,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,52.8
3,2021-11-30,02:34:43,03:03:50,36.91747700000001,-81.256096,0.0,One lane blocked and queueing traffic due to accident on I-81 Northbound after VA-680.,Rural Retreat,Wythe,VA,24368,US/Eastern,02:35:00,,27.39,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,36.8
2,2021-11-30,15:42:03,18:12:03,36.939307451072025,-81.15350604018614,2.506,Incident on I-81 NB near MM 68 Drive with caution.,Wytheville,Wythe,VA,24382,US/Eastern,15:35:00,,27.39,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,36.8
2,2021-12-03,05:01:30,08:02:00,33.410395,-117.162236,8.133,Stationary traffic on I-15 S - Escondido Fwy S from Rainbow Valley Blvd (Fallbrook) (I-15) to Old CA-395 (I-15) due to accident.,Fallbrook,San Diego,CA,92028,US/Pacific,04:55:00,,30.03,4.0,NE,5.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,57.6
2,2021-12-04,01:26:15,02:26:15,45.01162100000001,-123.878984,0.24,A crash has occurred use caution.,Otis,Lincoln,OR,97368-9524,US/Pacific,01:35:00,,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,44.0
2,2021-12-05,01:00:00,03:19:59,33.332144,-117.159461,0.15,Incident on I-15 SB near CA-76 Drive with caution.,Fallbrook,San Diego,CA,92028,US/Pacific,23:19:00,,29.97,1.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,57.9
2,2021-12-06,08:43:30,10:11:30,33.310546,-117.479071,1.379,Slow traffic on San Diego Fwy S - I-5 S from Basilone Rd (I-5) to Las Pulgas Rd (I-5) due to accident.,Camp Pendleton,San Diego,CA,92055,US/Pacific,08:55:00,,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,59.9
2,2021-12-08,12:49:00,13:10:00,44.180991,-94.035374,0.775,Slow traffic on US-14 E from CR-13/Lookout Dr (US-14) to US-169/MN-60 (US-14) due to accident.,Mankato,Nicollet,MN,56003,US/Central,12:56:00,,28.89,9.0,S,8.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,19.2
2,2021-12-09,07:47:53,08:17:38,38.93325,-104.608627,0.0,Accident on US-24 Eastbound at Meridian Rd.,Peyton,El Paso,CO,80831,US/Mountain,07:55:00,,23.07,10.0,ESE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,39.9
2,2021-12-10,12:15:26,14:15:49,44.190913,-93.990815,0.241,Accident at US-14 W.,Mankato,Blue Earth,MN,56001,US/Central,12:15:00,,28.77,0.5,NE,7.0,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,28.5
2,2021-12-11,20:30:58,21:48:59,37.496307,-75.844449,0.456,Incident on LANKFORD HWY near LANKFORD HWY Drive with caution.,Exmore,Northampton,VA,23350-2349,US/Eastern,20:35:00,,29.76,10.0,SSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,56.9
2,2021-12-12,00:14:22,01:31:14,44.168075322894246,-94.00087952569004,0.184,Incident on BELGRADE AVE WB near US-169 Drive with caution.,Mankato,Blue Earth,MN,56001,US/Central,00:56:00,,28.76,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,28.0
2,2021-12-13,20:36:00,21:52:56,37.63968586903744,-121.24774575175644,1.189,Incident on CA-132 near RIVER RD Expect delays.,Vernalis,Stanislaus,CA,95385-9722,US/Pacific,20:53:00,,29.58,3.0,SE,15.0,0.14,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,50.6
2,2021-12-13,06:59:39,08:12:58,26.231489,-80.141075,0.0,Accident on FL-814 Atlantic Blvd at Andrews Ave.,Pompano Beach,Broward,FL,33069,US/Eastern,06:53:00,,30.21,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,77.9
